Mod:Item:MetaData, Localized Name
spartanweaponry:boomerang_invar, item.spartanweaponry:boomerang_invar.name
spartanweaponry:battleaxe_invar, item.spartanweaponry:battleaxe_invar.name
spartanweaponry:mace_invar, item.spartanweaponry:mace_invar.name
spartanweaponry:glaive_invar, item.spartanweaponry:glaive_invar.name
spartanweaponry:staff_invar, item.spartanweaponry:staff_invar.name
spartanweaponry:dagger_platinum, item.spartanweaponry:dagger_platinum.name
spartanweaponry:longsword_platinum, item.spartanweaponry:longsword_platinum.name
spartanweaponry:katana_platinum, item.spartanweaponry:katana_platinum.name
spartanweaponry:saber_platinum, item.spartanweaponry:saber_platinum.name
spartanweaponry:rapier_platinum, item.spartanweaponry:rapier_platinum.name
spartanweaponry:greatsword_platinum, item.spartanweaponry:greatsword_platinum.name
spartanweaponry:hammer_platinum, item.spartanweaponry:hammer_platinum.name
spartanweaponry:warhammer_platinum, item.spartanweaponry:warhammer_platinum.name
spartanweaponry:spear_platinum, item.spartanweaponry:spear_platinum.name
spartanweaponry:halberd_platinum, item.spartanweaponry:halberd_platinum.name
spartanweaponry:pike_platinum, item.spartanweaponry:pike_platinum.name
spartanweaponry:lance_platinum, item.spartanweaponry:lance_platinum.name
spartanweaponry:longbow_platinum, item.spartanweaponry:longbow_platinum.name
spartanweaponry:crossbow_platinum, item.spartanweaponry:spartanweaponry:crossbow_platinum.name
spartanweaponry:throwing_knife_platinum, item.spartanweaponry:throwing_knife_platinum.name
spartanweaponry:throwing_axe_platinum, item.spartanweaponry:throwing_axe_platinum.name
spartanweaponry:javelin_platinum, item.spartanweaponry:javelin_platinum.name
spartanweaponry:boomerang_platinum, item.spartanweaponry:boomerang_platinum.name
spartanweaponry:battleaxe_platinum, item.spartanweaponry:battleaxe_platinum.name
spartanweaponry:mace_platinum, item.spartanweaponry:mace_platinum.name
spartanweaponry:glaive_platinum, item.spartanweaponry:glaive_platinum.name
spartanweaponry:staff_platinum, item.spartanweaponry:staff_platinum.name
spartanweaponry:dagger_electrum, item.spartanweaponry:dagger_electrum.name
spartanweaponry:longsword_electrum, item.spartanweaponry:longsword_electrum.name
spartanweaponry:katana_electrum, item.spartanweaponry:katana_electrum.name
spartanweaponry:saber_electrum, item.spartanweaponry:saber_electrum.name
spartanweaponry:rapier_electrum, item.spartanweaponry:rapier_electrum.name
spartanweaponry:greatsword_electrum, item.spartanweaponry:greatsword_electrum.name
spartanweaponry:hammer_electrum, item.spartanweaponry:hammer_electrum.name
spartanweaponry:warhammer_electrum, item.spartanweaponry:warhammer_electrum.name
spartanweaponry:spear_electrum, item.spartanweaponry:spear_electrum.name
spartanweaponry:halberd_electrum, item.spartanweaponry:halberd_electrum.name
spartanweaponry:pike_electrum, item.spartanweaponry:pike_electrum.name
spartanweaponry:lance_electrum, item.spartanweaponry:lance_electrum.name
spartanweaponry:longbow_electrum, item.spartanweaponry:longbow_electrum.name
spartanweaponry:crossbow_electrum, item.spartanweaponry:spartanweaponry:crossbow_electrum.name
spartanweaponry:throwing_knife_electrum, item.spartanweaponry:throwing_knife_electrum.name
spartanweaponry:throwing_axe_electrum, item.spartanweaponry:throwing_axe_electrum.name
spartanweaponry:javelin_electrum, item.spartanweaponry:javelin_electrum.name
spartanweaponry:boomerang_electrum, item.spartanweaponry:boomerang_electrum.name
spartanweaponry:battleaxe_electrum, item.spartanweaponry:battleaxe_electrum.name
spartanweaponry:mace_electrum, item.spartanweaponry:mace_electrum.name
spartanweaponry:glaive_electrum, item.spartanweaponry:glaive_electrum.name
spartanweaponry:staff_electrum, item.spartanweaponry:staff_electrum.name
spartanweaponry:dagger_nickel, item.spartanweaponry:dagger_nickel.name
spartanweaponry:longsword_nickel, item.spartanweaponry:longsword_nickel.name
spartanweaponry:katana_nickel, item.spartanweaponry:katana_nickel.name
spartanweaponry:saber_nickel, item.spartanweaponry:saber_nickel.name
spartanweaponry:rapier_nickel, item.spartanweaponry:rapier_nickel.name
spartanweaponry:greatsword_nickel, item.spartanweaponry:greatsword_nickel.name
spartanweaponry:hammer_nickel, item.spartanweaponry:hammer_nickel.name
spartanweaponry:warhammer_nickel, item.spartanweaponry:warhammer_nickel.name
spartanweaponry:spear_nickel, item.spartanweaponry:spear_nickel.name
spartanweaponry:halberd_nickel, item.spartanweaponry:halberd_nickel.name
spartanweaponry:pike_nickel, item.spartanweaponry:pike_nickel.name
spartanweaponry:lance_nickel, item.spartanweaponry:lance_nickel.name
spartanweaponry:longbow_nickel, item.spartanweaponry:longbow_nickel.name
spartanweaponry:crossbow_nickel, item.spartanweaponry:spartanweaponry:crossbow_nickel.name
spartanweaponry:throwing_knife_nickel, item.spartanweaponry:throwing_knife_nickel.name
spartanweaponry:throwing_axe_nickel, item.spartanweaponry:throwing_axe_nickel.name
spartanweaponry:javelin_nickel, item.spartanweaponry:javelin_nickel.name
spartanweaponry:boomerang_nickel, item.spartanweaponry:boomerang_nickel.name
spartanweaponry:battleaxe_nickel, item.spartanweaponry:battleaxe_nickel.name
spartanweaponry:mace_nickel, item.spartanweaponry:mace_nickel.name
spartanweaponry:glaive_nickel, item.spartanweaponry:glaive_nickel.name
spartanweaponry:staff_nickel, item.spartanweaponry:staff_nickel.name
spartanweaponry:dagger_lead, item.spartanweaponry:dagger_lead.name
spartanweaponry:longsword_lead, item.spartanweaponry:longsword_lead.name
spartanweaponry:katana_lead, item.spartanweaponry:katana_lead.name
spartanweaponry:saber_lead, item.spartanweaponry:saber_lead.name
spartanweaponry:rapier_lead, item.spartanweaponry:rapier_lead.name
spartanweaponry:greatsword_lead, item.spartanweaponry:greatsword_lead.name
spartanweaponry:hammer_lead, item.spartanweaponry:hammer_lead.name
spartanweaponry:warhammer_lead, item.spartanweaponry:warhammer_lead.name
spartanweaponry:spear_lead, item.spartanweaponry:spear_lead.name
spartanweaponry:halberd_lead, item.spartanweaponry:halberd_lead.name
spartanweaponry:pike_lead, item.spartanweaponry:pike_lead.name
spartanweaponry:lance_lead, item.spartanweaponry:lance_lead.name
spartanweaponry:longbow_lead, item.spartanweaponry:longbow_lead.name
spartanweaponry:crossbow_lead, item.spartanweaponry:spartanweaponry:crossbow_lead.name
spartanweaponry:throwing_knife_lead, item.spartanweaponry:throwing_knife_lead.name
spartanweaponry:throwing_axe_lead, item.spartanweaponry:throwing_axe_lead.name
spartanweaponry:javelin_lead, item.spartanweaponry:javelin_lead.name
spartanweaponry:boomerang_lead, item.spartanweaponry:boomerang_lead.name
spartanweaponry:battleaxe_lead, item.spartanweaponry:battleaxe_lead.name
spartanweaponry:mace_lead, item.spartanweaponry:mace_lead.name
spartanweaponry:glaive_lead, item.spartanweaponry:glaive_lead.name
spartanweaponry:staff_lead, item.spartanweaponry:staff_lead.name
spartanfire:katana_dragonbone, item.spartanfire:katana_dragonbone.name
spartanfire:greatsword_dragonbone, item.spartanfire:greatsword_dragonbone.name
spartanfire:longsword_dragonbone, item.spartanfire:longsword_dragonbone.name
spartanfire:saber_dragonbone, item.spartanfire:saber_dragonbone.name
spartanfire:rapier_dragonbone, item.spartanfire:rapier_dragonbone.name
spartanfire:dagger_dragonbone, item.spartanfire:dagger_dragonbone.name
spartanfire:spear_dragonbone, item.spartanfire:spear_dragonbone.name
spartanfire:pike_dragonbone, item.spartanfire:pike_dragonbone.name
spartanfire:lance_dragonbone, item.spartanfire:lance_dragonbone.name
spartanfire:halberd_dragonbone, item.spartanfire:halberd_dragonbone.name
spartanfire:warhammer_dragonbone, item.spartanfire:warhammer_dragonbone.name
spartanfire:hammer_dragonbone, item.spartanfire:hammer_dragonbone.name
spartanfire:throwing_axe_dragonbone, item.spartanfire:throwing_axe_dragonbone.name
spartanfire:throwing_knife_dragonbone, item.spartanfire:throwing_knife_dragonbone.name
spartanfire:longbow_dragonbone, item.spartanfire:longbow_dragonbone.name
spartanfire:crossbow_dragonbone, item.spartanfire:spartanweaponry:crossbow_dragonbone.name
spartanfire:javelin_dragonbone, item.spartanfire:javelin_dragonbone.name
spartanfire:battleaxe_dragonbone, item.spartanfire:battleaxe_dragonbone.name
spartanfire:boomerang_dragonbone, item.spartanfire:boomerang_dragonbone.name
spartanfire:mace_dragonbone, item.spartanfire:mace_dragonbone.name
spartanfire:katana_fire_dragonbone, item.spartanfire:katana_fire_dragonbone.name
spartanfire:greatsword_fire_dragonbone, item.spartanfire:greatsword_fire_dragonbone.name
spartanfire:longsword_fire_dragonbone, item.spartanfire:longsword_fire_dragonbone.name
spartanfire:saber_fire_dragonbone, item.spartanfire:saber_fire_dragonbone.name
spartanfire:rapier_fire_dragonbone, item.spartanfire:rapier_fire_dragonbone.name
spartanfire:dagger_fire_dragonbone, item.spartanfire:dagger_fire_dragonbone.name
spartanfire:spear_fire_dragonbone, item.spartanfire:spear_fire_dragonbone.name
spartanfire:pike_fire_dragonbone, item.spartanfire:pike_fire_dragonbone.name
spartanfire:lance_fire_dragonbone, item.spartanfire:lance_fire_dragonbone.name
spartanfire:halberd_fire_dragonbone, item.spartanfire:halberd_fire_dragonbone.name
spartanfire:warhammer_fire_dragonbone, item.spartanfire:warhammer_fire_dragonbone.name
spartanfire:hammer_fire_dragonbone, item.spartanfire:hammer_fire_dragonbone.name
spartanfire:throwing_axe_fire_dragonbone, item.spartanfire:throwing_axe_fire_dragonbone.name
spartanfire:throwing_knife_fire_dragonbone, item.spartanfire:throwing_knife_fire_dragonbone.name
spartanfire:longbow_fire_dragonbone, item.spartanfire:longbow_fire_dragonbone.name
spartanfire:crossbow_fire_dragonbone, item.spartanfire:spartanweaponry:crossbow_fire_dragonbone.name
spartanfire:javelin_fire_dragonbone, item.spartanfire:javelin_fire_dragonbone.name
spartanfire:battleaxe_fire_dragonbone, item.spartanfire:battleaxe_fire_dragonbone.name
spartanfire:boomerang_fire_dragonbone, item.spartanfire:boomerang_fire_dragonbone.name
spartanfire:mace_fire_dragonbone, item.spartanfire:mace_fire_dragonbone.name
spartanfire:katana_ice_dragonbone, item.spartanfire:katana_ice_dragonbone.name
spartanfire:greatsword_ice_dragonbone, item.spartanfire:greatsword_ice_dragonbone.name
spartanfire:longsword_ice_dragonbone, item.spartanfire:longsword_ice_dragonbone.name
spartanfire:saber_ice_dragonbone, item.spartanfire:saber_ice_dragonbone.name
spartanfire:rapier_ice_dragonbone, item.spartanfire:rapier_ice_dragonbone.name
spartanfire:dagger_ice_dragonbone, item.spartanfire:dagger_ice_dragonbone.name
spartanfire:spear_ice_dragonbone, item.spartanfire:spear_ice_dragonbone.name
spartanfire:pike_ice_dragonbone, item.spartanfire:pike_ice_dragonbone.name
spartanfire:lance_ice_dragonbone, item.spartanfire:lance_ice_dragonbone.name
spartanfire:halberd_ice_dragonbone, item.spartanfire:halberd_ice_dragonbone.name
spartanfire:warhammer_ice_dragonbone, item.spartanfire:warhammer_ice_dragonbone.name
spartanfire:hammer_ice_dragonbone, item.spartanfire:hammer_ice_dragonbone.name
spartanfire:throwing_axe_ice_dragonbone, item.spartanfire:throwing_axe_ice_dragonbone.name
spartanfire:throwing_knife_ice_dragonbone, item.spartanfire:throwing_knife_ice_dragonbone.name
spartanfire:longbow_ice_dragonbone, item.spartanfire:longbow_ice_dragonbone.name
spartanfire:crossbow_ice_dragonbone, item.spartanfire:spartanweaponry:crossbow_ice_dragonbone.name
spartanfire:javelin_ice_dragonbone, item.spartanfire:javelin_ice_dragonbone.name
spartanfire:battleaxe_ice_dragonbone, item.spartanfire:battleaxe_ice_dragonbone.name
spartanfire:boomerang_ice_dragonbone, item.spartanfire:boomerang_ice_dragonbone.name
spartanfire:mace_ice_dragonbone, item.spartanfire:mace_ice_dragonbone.name
spartanfire:katana_jungle, item.spartanfire:katana_jungle.name
spartanfire:greatsword_jungle, item.spartanfire:greatsword_jungle.name
spartanfire:longsword_jungle, item.spartanfire:longsword_jungle.name
spartanfire:saber_jungle, item.spartanfire:saber_jungle.name
spartanfire:rapier_jungle, item.spartanfire:rapier_jungle.name
spartanfire:dagger_jungle, item.spartanfire:dagger_jungle.name
spartanfire:spear_jungle, item.spartanfire:spear_jungle.name
spartanfire:pike_jungle, item.spartanfire:pike_jungle.name
spartanfire:lance_jungle, item.spartanfire:lance_jungle.name
spartanfire:halberd_jungle, item.spartanfire:halberd_jungle.name
spartanfire:warhammer_jungle, item.spartanfire:warhammer_jungle.name
spartanfire:hammer_jungle, item.spartanfire:hammer_jungle.name
spartanfire:throwing_axe_jungle, item.spartanfire:throwing_axe_jungle.name
spartanfire:throwing_knife_jungle, item.spartanfire:throwing_knife_jungle.name
spartanfire:longbow_jungle, item.spartanfire:longbow_jungle.name
spartanfire:crossbow_jungle, item.spartanfire:spartanweaponry:crossbow_jungle.name
spartanfire:javelin_jungle, item.spartanfire:javelin_jungle.name
spartanfire:battleaxe_jungle, item.spartanfire:battleaxe_jungle.name
spartanfire:boomerang_jungle, item.spartanfire:boomerang_jungle.name
spartanfire:mace_jungle, item.spartanfire:mace_jungle.name
spartanfire:katana_desert, item.spartanfire:katana_desert.name
spartanfire:greatsword_desert, item.spartanfire:greatsword_desert.name
spartanfire:longsword_desert, item.spartanfire:longsword_desert.name
spartanfire:saber_desert, item.spartanfire:saber_desert.name
spartanfire:rapier_desert, item.spartanfire:rapier_desert.name
spartanfire:dagger_desert, item.spartanfire:dagger_desert.name
spartanfire:spear_desert, item.spartanfire:spear_desert.name
spartanfire:pike_desert, item.spartanfire:pike_desert.name
spartanfire:lance_desert, item.spartanfire:lance_desert.name
spartanfire:halberd_desert, item.spartanfire:halberd_desert.name
spartanfire:warhammer_desert, item.spartanfire:warhammer_desert.name
spartanfire:hammer_desert, item.spartanfire:hammer_desert.name
spartanfire:throwing_axe_desert, item.spartanfire:throwing_axe_desert.name
spartanfire:throwing_knife_desert, item.spartanfire:throwing_knife_desert.name
spartanfire:longbow_desert, item.spartanfire:longbow_desert.name
spartanfire:crossbow_desert, item.spartanfire:spartanweaponry:crossbow_desert.name
spartanfire:javelin_desert, item.spartanfire:javelin_desert.name
spartanfire:battleaxe_desert, item.spartanfire:battleaxe_desert.name
spartanfire:boomerang_desert, item.spartanfire:boomerang_desert.name
spartanfire:mace_desert, item.spartanfire:mace_desert.name
spartanfire:katana_jungle_venom, item.spartanfire:katana_jungle_venom.name
spartanfire:greatsword_jungle_venom, item.spartanfire:greatsword_jungle_venom.name
spartanfire:longsword_jungle_venom, item.spartanfire:longsword_jungle_venom.name
spartanfire:saber_jungle_venom, item.spartanfire:saber_jungle_venom.name
spartanfire:rapier_jungle_venom, item.spartanfire:rapier_jungle_venom.name
spartanfire:dagger_jungle_venom, item.spartanfire:dagger_jungle_venom.name
spartanfire:spear_jungle_venom, item.spartanfire:spear_jungle_venom.name
spartanfire:pike_jungle_venom, item.spartanfire:pike_jungle_venom.name
spartanfire:lance_jungle_venom, item.spartanfire:lance_jungle_venom.name
spartanfire:halberd_jungle_venom, item.spartanfire:halberd_jungle_venom.name
spartanfire:warhammer_jungle_venom, item.spartanfire:warhammer_jungle_venom.name
spartanfire:hammer_jungle_venom, item.spartanfire:hammer_jungle_venom.name
spartanfire:throwing_axe_jungle_venom, item.spartanfire:throwing_axe_jungle_venom.name
spartanfire:throwing_knife_jungle_venom, item.spartanfire:throwing_knife_jungle_venom.name
spartanfire:longbow_jungle_venom, item.spartanfire:longbow_jungle_venom.name
spartanfire:crossbow_jungle_venom, item.spartanfire:spartanweaponry:crossbow_jungle_venom.name
spartanfire:javelin_jungle_venom, item.spartanfire:javelin_jungle_venom.name
spartanfire:battleaxe_jungle_venom, item.spartanfire:battleaxe_jungle_venom.name
spartanfire:boomerang_jungle_venom, item.spartanfire:boomerang_jungle_venom.name
spartanfire:mace_jungle_venom, item.spartanfire:mace_jungle_venom.name
spartanfire:katana_desert_venom, item.spartanfire:katana_desert_venom.name
spartanfire:greatsword_desert_venom, item.spartanfire:greatsword_desert_venom.name
spartanfire:longsword_desert_venom, item.spartanfire:longsword_desert_venom.name
spartanfire:saber_desert_venom, item.spartanfire:saber_desert_venom.name
spartanfire:rapier_desert_venom, item.spartanfire:rapier_desert_venom.name
spartanfire:dagger_desert_venom, item.spartanfire:dagger_desert_venom.name
spartanfire:spear_desert_venom, item.spartanfire:spear_desert_venom.name
spartanfire:pike_desert_venom, item.spartanfire:pike_desert_venom.name
spartanfire:lance_desert_venom, item.spartanfire:lance_desert_venom.name
spartanfire:halberd_desert_venom, item.spartanfire:halberd_desert_venom.name
spartanfire:warhammer_desert_venom, item.spartanfire:warhammer_desert_venom.name
spartanfire:hammer_desert_venom, item.spartanfire:hammer_desert_venom.name
spartanfire:throwing_axe_desert_venom, item.spartanfire:throwing_axe_desert_venom.name
spartanfire:throwing_knife_desert_venom, item.spartanfire:throwing_knife_desert_venom.name
spartanfire:longbow_desert_venom, item.spartanfire:longbow_desert_venom.name
spartanfire:crossbow_desert_venom, item.spartanfire:spartanweaponry:crossbow_desert_venom.name
spartanfire:javelin_desert_venom, item.spartanfire:javelin_desert_venom.name
spartanfire:battleaxe_desert_venom, item.spartanfire:battleaxe_desert_venom.name
spartanfire:boomerang_desert_venom, item.spartanfire:boomerang_desert_venom.name
spartanfire:mace_desert_venom, item.spartanfire:mace_desert_venom.name
spartanshields:shield_basic_wood, Crude Wooden Shield
spartanshields:shield_basic_stone, Stone Braced Shield
spartanshields:shield_basic_iron, Iron Plated Shield
spartanshields:shield_basic_gold, Gold Gilded Shield
spartanshields:shield_basic_diamond, Diamond Reinforced Shield
spartanshields:shield_basic_obsidian, Bulky Obsidian Shield
spartanshields:shield_tower_wood, Wooden Tower Shield
spartanshields:shield_tower_stone, Stone Tower Shield
spartanshields:shield_tower_iron, Iron Tower Shield
spartanshields:shield_tower_gold, Gold Tower Shield
spartanshields:shield_tower_diamond, Diamond Tower Shield
spartanshields:shield_tower_obsidian, Obsidian Tower Shield
spartanshields:shield_basic_bronze, Bronze Plated Shield
spartanshields:shield_tower_bronze, Bronze Tower Shield
spartanshields:shield_basic_steel, Steel Plated Shield
spartanshields:shield_tower_steel, Steel Tower Shield
spartanshields:shield_basic_copper, Copper Braced Shield
spartanshields:shield_tower_copper, Copper Tower Shield
spartanshields:shield_basic_tin, Tin Braced Shield
spartanshields:shield_tower_tin, Tin Tower Shield
spartanshields:shield_basic_silver, Silver Gilded Shield
spartanshields:shield_tower_silver, Silver Tower Shield
spartanshields:shield_basic_enderium, Enderium Strengthened Shield
spartanshields:shield_basic_invar, Invar Plated Shield
spartanshields:shield_tower_invar, Invar Tower Shield
spartanshields:shield_basic_platinum, Platinum Plated Shield
spartanshields:shield_tower_platinum, Platinum Tower Shield
spartanshields:shield_basic_electrum, Electrum Plated Shield
spartanshields:shield_tower_electrum, Electrum Tower Shield
spartanshields:shield_basic_nickel, Nickel Braced Shield
spartanshields:shield_tower_nickel, Nickel Tower Shield
spartanshields:shield_basic_lead, Lead Plated Shield
spartanshields:shield_tower_lead, Lead Tower Shield
spartanshields:shield_basic_signalum, Signalum Strengthened Shield
spartanshields:shield_basic_lumium, Radiant Lumium Shield
spartanshields:shield_botania_manasteel, Manasteel Plated Shield
spartanshields:shield_botania_terrasteel, Terrasteel Strengthened Shield
spartanshields:shield_botania_elementium, Elementium Plated Shield
spartanshields:shield_basic_constantan, Constantan Plated Shield
spartanshields:shield_tower_constantan, Constantan Tower Shield
spartanshields:shield_abyssalcraft_darkstone, Darkstone Braced Shield
spartanshields:shield_abyssalcraft_abyssalnite, Abyssalnite Plated Shield
spartanshields:shield_abyssalcraft_coralium, Coralium Plated Shield
spartanshields:shield_abyssalcraft_dreadium, Dreadium Reinforced Shield
spartanshields:shield_abyssalcraft_ethaxium, Ethaxium Strengthened Shield
spartanshields:shield_basic_soulforged_steel, Soulforged Steel Plated Shield
spartanshields:shield_tc_thaumium, Thaumium Plated Shield
spartanshields:shield_tc_void, Void Plated Shield
spartanshields:shield_riot_enderio, Dark Steel Riot Shield
spartanshields:shield_riot_rftools, Infused Riot Shield
spartanshields:shield_flux_ra, Flux-Infused Shield
srparasites:ada_summoner_drop, Summoner Core
srparasites:ada_yelloweye_drop, Yelloweye Bone
srparasites:ada_manducater_drop, Manducater Orb
srparasites:ada_reeker_drop, Reeker Fang
srparasites:ada_longarms_drop, Longarm Armor Fragment
srparasites:assimilated_flesh, Infected Flesh
srparasites:itemtab, NULL
srparasites:itemthrow, 
srparasites:evclock, Dirty Clock
srparasites:scythe_handle, Living Scythe Handle
srparasites:scythe_blade, Living Scythe Blade
srparasites:scythe_back, Living Scythe Back
srparasites:scythe_core, Living Scythe Core
srparasites:scythe_head, Living Scythe Head
srparasites:bow_grip, Living Greatbow Grip
srparasites:bow_upperlimb, Living Greatbow Upper Limb
srparasites:bow_lowerlimb, Living Greatbow Lower Limb
srparasites:bow_string, Living Greatbow String
srparasites:bow_core, Living Greatbow core
srparasites:lurecomponent1, Fragile Piece
srparasites:lurecomponent2, Smelly Piece
srparasites:lurecomponent3, Putrid Unit
srparasites:lurecomponent4, Fetid Unit
srparasites:lurecomponent5, Moldered Segment
srparasites:lurecomponent6, Essential Segment
srparasites:itemmobspawner_host, Spawn Host
srparasites:itemmobspawner_dorpa, Spawn Assimilated Big Spider
srparasites:itemmobspawner_infbear, Spawn Assimilated Bear
srparasites:itemmobspawner_infhuman, Spawn Assimilated Human
srparasites:itemmobspawner_infhumanhead, Spawn Walking Head (Human)
srparasites:itemmobspawner_infenderman, Spawn Assimilated Enderman 
srparasites:itemmobspawner_infcow, Spawn Assimilated Cow
srparasites:itemmobspawner_infcowhead, Spawn Walking Head (Cow)
srparasites:itemmobspawner_infsheep, Spawn Assimilated Sheep
srparasites:itemmobspawner_infsheephead, Spawn Walking Head (Sheep)
srparasites:itemmobspawner_infwolf, Spawn Assimilated Wolf
srparasites:itemmobspawner_infwolfhead, Spawn Walking Head (Wolf)
srparasites:itemmobspawner_infpig, Spawn Assimilated Pig
srparasites:itemmobspawner_infpighead, Spawn Walking Head (Pig)
srparasites:itemmobspawner_infvillager, Spawn Assimilated Villager
srparasites:itemmobspawner_infvillagerhead, Spawn Walking Head (Villager)
srparasites:itemmobspawner_inhoos, Spawn Incomplete Form (Small)
srparasites:itemmobspawner_inhoom, Spawn Incomplete Form (Medium)
srparasites:itemmobspawner_infhorse, Spawn Assimilated Horse
srparasites:itemmobspawner_infhorsehead, Spawn Walking Head (Horse)
srparasites:itemmobspawner_infplayer, Spawn Assimilated Adventurer
srparasites:itemmobspawner_shyco, Spawn Primitive Longarms
srparasites:itemmobspawner_canra, Spawn Primitive Summoner
srparasites:itemmobspawner_nogla, Spawn Primitive Reeker
srparasites:itemmobspawner_hull, Spawn Primitive Manducater
srparasites:itemmobspawner_emana, Spawn Primitive Yelloweye
srparasites:itemmobspawner_bano, Spawn Primitive Bolster
srparasites:itemmobspawner_ranrac, Spawn Primitive Arachnida
srparasites:itemmobspawner_shycoadapted, Spawn Adapted Longarms
srparasites:itemmobspawner_canraadapted, Spawn Adapted Summoner
srparasites:itemmobspawner_noglaadapted, Spawn Adapted Reeker
srparasites:itemmobspawner_hulladapted, Spawn Adapted Manducater
srparasites:itemmobspawner_emanaadapted, Spawn Adapted Yelloweye
srparasites:itemmobspawner_banoadapted, Spawn Adapted Bolster
srparasites:itemmobspawner_ranracadapted, Spawn Adapted Arachnida
srparasites:itemmobspawner_lodo, Spawn Buglin
srparasites:itemmobspawner_mudo, Spawn Rupter
srparasites:itemmobspawner_rathol, Spawn Heavy Carrier
srparasites:itemmobspawner_buthol, Spawn Flying Carrier
srparasites:itemmobspawner_anged, Spawn Vigilante
srparasites:itemmobspawner_lesh, Spawn Moving Flesh
srparasites:itemmobspawner_venkrol, Spawn Beckon Stage I
srparasites:itemmobspawner_venkrolsii, Spawn Beckon Stage II
srparasites:itemmobspawner_venkrolsiii, Spawn Beckon Stage III
srparasites:itemmobspawner_venkrolsiv, Spawn Beckon Stage IV
srparasites:itemmobspawner_tonro, Spawn Kyphosis
srparasites:itemmobspawner_unvo, Spawn Sentry 
srparasites:itemmobspawner_alafha, Spawn Overseer
srparasites:itemmobspawner_ganro, Spawn Warden
srparasites:itemmobspawner_omboo, Spawn Light Bomber
srparasites:itemmobspawner_esor, Spawn Marauder
srparasites:itemmobspawner_flog, Spawn Grunt
srparasites:itemmobspawner_oronco, Spawn Ancient Dreadnaut
srparasites:itemmobspawner_terla, Spawn Ancient Overlord
srparasites:weapon_scythe, Living Scythe
srparasites:weapon_scythe_sentient, Sentient Scythe
srparasites:weapon_axe, Living Greataxe
srparasites:weapon_axe_sentient, Sentient Greataxe
srparasites:weapon_bow, Living Greatbow
srparasites:weapon_bow_sentient, Sentient Greatbow
srparasites:infestedstain, Infested Dirt
srparasites:infestremain, Infested Residue
srparasites:infestedtrunk, Infested Log
srparasites:infestedrubble, Infested Stone
srparasites:infestedbush:0, Infested Veins
srparasites:infestedbush:1, Infested Veins
srparasites:infestedbush:2, Infested Veins
srparasites:infestedbush:3, Infested Veins
srparasites:infestedbush:4, Infested Veins
srparasites:infestedbush:5, Infested Veins
srparasites:biomeheart, Parasitic Biome Core
srparasites:colonyheart, Parasitic Colony Core
srparasites:biomepurifier, Biome Purifier
srparasites:parasitebush:0, Parasitic Net
srparasites:parasitebush:1, Parasitic Ringlet
srparasites:parasitebush:2, Parasitic Vesicle
srparasites:parasitebush:3, tile.srparasites.parasitebush_eye.name
srparasites:parasitebush:4, tile.srparasites.parasitebush_tooh.name
srparasites:parasitecanister:0, Parasitic Sac
srparasites:parasitecanister:1, Parasitic Cyst
srparasites:parasitecanister:2, Parasitic Lump
srparasites:parasitecanister:3, Parasitic Bag
srparasites:parasitetrunk:0, Parasitic Log
srparasites:parasitetrunk:1, Parasitic Log
srparasites:parasitetrunk:2, Parasitic Log
srparasites:parasitestain:0, Parasitic Dirt
srparasites:parasitestain:1, Parasitic Mud
srparasites:parasitestain:2, Parasitic Flesh
srparasites:parasitestain:3, Parasitic Veins
srparasites:parasiterubble:0, Parasitic Concentrated Flesh
srparasites:parasiterubble:1, Parasitic Concentrated Bone
srparasites:parasiterubble:2, Parasitic Stone
srparasites:parasitestructure, Parasitic Colony Incomplete Structure
srparasites:parasitethin, Parasitic Thin Log
srparasites:parasitesapling:0, Parasitic Sapling
srparasites:parasitesapling:1, Parasitic Sapling
srparasites:parasitesapling:2, Parasitic Sapling
srparasites:parasitemouth, Parasitic Mouth
srparasites:parasiterubbledense:0, Parasitic Compressed Stone
srparasites:parasiterubbledense:1, Parasitic Compressed Biome Stone
srparasites:parasiterubbledense:2, Parasitic Compressed Colony Stone
srparasites:parasiterubble_bonestairs, Parasitic Concentrated Bone Stairs
srparasites:parasitestain_fleshstairs, Parasitic Flesh Stairs
srparasites:parasiterubble_slabhalf:0, Parasitic Half Slab
srparasites:parasitetendril, Parasitic Tendril
srparasites:parasitefog, Fog
srparasites:srpweb, Web
srparasites:evolutionlure:0, Lure (Weakened)
srparasites:evolutionlure:1, Lure (Faint)
srparasites:evolutionlure:2, Lure (Slender)
srparasites:evolutionlure:3, Lure (Stable)
srparasites:evolutionlure:4, Lure (Substantial)
srparasites:evolutionlure:5, Lure (Concentrated)
srparasites:evolutionlure:6, Lure (Concentrated+)
srparasites:evolutionlure:7, Lure (Concentrated++)
srparasites:gore:0, Assimilated Remains
srparasites:gore:1, Assimilated Remains
srparasites:gore:2, Primitive Remains
srparasites:gore:3, Primitive Remains
srparasites:gore:4, Adapted Remains
srparasites:gore:5, Adapted Remains
srparasites:gore:6, Pure Remains
srparasites:gore:7, Pure Remains
bq_standard:loot_chest, Loot Chest
switchbow:arrowdispenser, Arrow-Dispenser
switchbow:podest, Pedestal
switchbow:switchbow, Switch-Bow
switchbow:switchcrossbow, Switch-Crossbow
switchbow:quiver, Quiver
switchbow:magicquiver, Big-Quiver
switchbow:lovepotion, Love-Potion
